company,job,description,link,link_status
BairesDev,Finance Manager - Rmote Work latam,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Finance Manager at BairesDevWe are looking for a Finance Manager to join our Finance team. We are looking for proactive, dynamic people and team players, with great organizational capacity, accustomed to handle multiple tasks and with marked attention to details. It is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!What You’ll Do:Proactively engage with business partners and finance teams on all controllership issues around revenue and sales volume.Provide valued business insight that helps decision makers more effectively manage their business for higher return.Budgeting and Forecasting.Financial Modeling and Decision Support.Assist cross-functional teams to evaluate and/or perform financial analysis on the health of the business, pricing, and scenario modeling opportunities.Here’s what we are looking for:Being a global company, an advanced level of English is required.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30437986247593966982107293290,existe
BairesDev,Business Intelligence Analyst Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Business Intelligence Analyst at BairesDevWe are looking for Business Intelligence Analysts to join our team. You will be responsible for the design, implementation, operation and maintenance of data and analytical pipelines. This is an excellent opportunity for those professionals looking to develop in one of the fastest-growing companies in the industry!What You’ll Do:Extract and manipulate large volumes of data using Business Intelligence tools.Oversee the deployment of data to the data warehouse.Analyze databases and make reports related to the information analyzed.Make reports related to the information analyzed.Communicate complex concepts and analysis results clearly and effectively.Create or discover new data procurement and processing programs.Here’s what we are looking for:5+ years of experience as a Business Intelligence Analyst.Knowledge of database, statistics, and data processing.Skilled with SQL and Excel.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30437987114590938446456219243,existe
BairesDev,Chief Financial Officer Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Chief Financial Officer at BairesDevWe are looking for a CFO to join our Finance team. The search is oriented to a strategic thinker, with great analytical skills and global vision. We are looking for proactive, dynamic people and team players, with great organizational capacity, accustomed to handle multiple tasks and with marked attention to details. It is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!What You’ll Do:Lead the Finance area of the company reporting directly to the Board.Formulate and implement strategies to boost the company and make it more efficient.Perform analysis of trends, productivity and quality parameters. Identify issues and implement the changes and improvements needed to fix them.Manage the cash flow of the company.Identify opportunities for expansion and growth: future investments, M&A, lines of business, etc.Develop strategies for financial performance monitoring.Carry out the structure of reports, financial economic analysis and budgetary control.Manage and lead all teams in the area, getting involved in their development and hiring strategy.Lead the company's IPO process.Here’s what we are looking for:Marked level of attention to detail in daily work.Analytical capacity and proactivity.Previous experience as a CFO is mandatory.Previous experience in Management roles (ideally in service companies).Strong communication skills, negotiation and interpersonal relationships.Previous experience working with IT companies is a plus.IPO experience is a plus.Being a graduate of the career of National Public Accountant is a plus.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30437998625359240441216427628,existe
BairesDev,Business Intelligence Analyst Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Business Intelligence Analyst at BairesDevWe are looking for Business Intelligence Analysts to join our team. You will be responsible for the design, implementation, operation and maintenance of data and analytical pipelines. This is an excellent opportunity for those professionals looking to develop in one of the fastest-growing companies in the industry!What You’ll Do:Extract and manipulate large volumes of data using Business Intelligence tools.Oversee the deployment of data to the data warehouse.Analyze databases and make reports related to the information analyzed.Make reports related to the information analyzed.Communicate complex concepts and analysis results clearly and effectively.Create or discover new data procurement and processing programs.Here’s what we are looking for:5+ years of experience as a Business Intelligence Analyst.Knowledge of database, statistics, and data processing.Skilled with SQL and Excel.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30437998736039704883473737325,existe
BairesDev,IT Recruiter Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.IT Recruiter at BairesDevWe are looking for an IT Recruiter to join our Recruiting Team and participate in different projects made up of multicultural teams distributed throughout the world. This person must be proactive, detail oriented and demonstrate excellent analytical abilities, as well as teamwork and multitasking skills. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!What You’ll Do:Understand the requirements of each client and each vacancy to carry out the recruitment process according to their needs.Work in collaboration with the sales team in the development of the business.What are we looking for:At least 2 years of experience as a recruiter.At least 1 year of experience in Full Life Cycle Recruiting in IT.Excellent communication skills and interpersonal relationships.Great capacity for self-management.Bachelor's degree or at least 2+ years of work experience in the area.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30437998846720169325731047022,existe
BairesDev,Senior Game Developer Work latam,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Game Developer at BairesDevWe are looking for a Game Developer to create visual content for the game and write code to implement all the game’s features and functionality. This is an excellent opportunity to be one of the key members of our Engineering team and position yourself for unique career growth opportunities.What You’ll Do:Plan, design, and produce video games.Translate design ideas into functional game code.Produce prototypes of gameplay ideas and features.Contribute to the design and audio features of the game.Animate characters and objects.Troubleshooting code and fixing bugs.Here’s what we are looking for:5+ years of experience with full-cycle game design.Proficient with programming languages, including C++, Java, and C.Experience with Unity/Unreal/Cryengine, or with other engines.Knowledge of Algebra, Physics engines, graphics (openGL, Vulkan, DirectX, webGL).Experience building libraries and APIs.Experience with pitching games.Knowledge of the latest gaming trends.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30437999529249700052984456815,existe
BairesDev,Senior Machine Learning Developer latam Work,"BairesDev is proud to be one of the fastest-growing companies in Latin America and a welcoming, highly rated employer (Glassdoor Employee Score: 4.3). With more than 3500 employees in 27 countries and world-class clients from start-ups to Fortune 500 companies, we’re only as strong as the multicultural teams at the heart of our business. BairesDev runs on talent. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of IT Talent and nurture their professional growth on exciting projects for companies like Google, Pinterest, and Udemy.We are looking for Machine Learning Developers to work from home and join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!What You’ll Do:Collaborate with data science and engineering teams to build Machine Learning solutions.Create end to end workflows that perform feature extraction, label generation, model development and retraining and deployment of said models.Research and implement cutting edge deep learning architecture.Work with product team to code and deploy machine learning systems.Design, develop and test tools and frameworks to improve Data Science teams productivity speeding up the development cycle.You must have:5+ years of experience in Machine Learning.Strong coding skills in Python and Spark.Experience with the full product lifecycle, from requirements to production.Advanced English level.BairesDev Offers:100% remote work.Flexible hours - make your own schedule!Diverse and multicultural work environment.Paid parental leave, vacation & holidays.Hardware setup for you to work from home.Excellent compensation — well above the market average.Extensive opportunities for growth and professional development thanks to our mentoring system.At BairesDev, remote work is at our core. Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!",https://www.emprego.pt/en/jobs/show/30438002259367822961998095984,existe
BairesDev,Senior Kafka Developer latam Work,"BairesDev is proud to be one of the fastest-growing companies in Latin America and a welcoming, highly rated employer (Glassdoor Employee Score: 4.3). With more than 3500 employees in 27 countries and world-class clients from start-ups to Fortune 500 companies, we’re only as strong as the multicultural teams at the heart of our business. BairesDev runs on talent. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of IT Talent and nurture their professional growth on exciting projects for companies like Google, Pinterest, and Udemy.Main Activities:Design the best approach suited for data movement from different sources using Kafka.Participate in the identification, isolation, resolution, and communication of problems within the production environment.Performs code and unit testing for complex scope modules and projects.Research, design, test, and evaluate technologies for building systems.What are we looking for:3+ years of experience with Kafka.Technical knowledge of Apache/Confluent Kafka, Big Data technologies, Spark/Pyspark.Experience working with continuous integration and continuous delivery.Advanced English level.BairesDev Offers:100% remote work.Flexible hours - make your own schedule!Diverse and multicultural work environment.Paid parental leave, vacation & holidays.Hardware setup for you to work from home.Excellent compensation — well above the market average.Extensive opportunities for growth and professional development thanks to our mentoring system.At BairesDev, remote work is at our core. Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!",https://www.emprego.pt/en/jobs/show/30438007904071509517120890481,existe
BairesDev,Senior Elixir Developer Work latam,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Elixir Developer at BairesDevWe are looking for Elixir Developers to join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!What You’ll Do:Write code, clarify requirements, meet project deadlines and offer viable high quality features.Participate actively in design and architecture for assigned projects, including design reviews and code reviews.Work with a variety of technical and non-technical team members.Here’s what we are looking for:6+ years of experience working with different technologies.5+ years of experience working with Elixir technology.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30438007940964997664539993714,existe
BairesDev,Senior Kotlin Developer latam Work,"BairesDev is proud to be one of the fastest-growing companies in Latin America and a welcoming, highly rated employer (Glassdoor Employee Score: 4.3). With more than 3500 employees in 27 countries and world-class clients from start-ups to Fortune 500 companies, we’re only as strong as the multicultural teams at the heart of our business. BairesDev runs on talent. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of IT Talent and nurture their professional growth on exciting projects for companies like Google, Pinterest, and Udemy.About the Role:We are looking for Kotlin developers to join our company, and collaborate with team members to build flexible, scalable, and maintainable mobile apps. We are looking for proactive people, team players passionate about programming in this language, and oriented to provide the best experience to the end-user.This is an excellent opportunity for those professionals looking to develop in one of the fastest-growing companies in the industry!What You’ll Do:Analysis of requirements from internal and external customers.Design and develop new products and software components.Investigate and solve issues reported by internal and external customers.Work closely with product design UX to develop a new client experience.Develop and maintain high-quality code using industry best practices.You must have:5+ years of experience in Kotlin.Experience with modern Android development technologies (Android SDK, etc.)Strong UI development skills.Knowledge of REST API services and Native mobile development.Advanced English level.BairesDev Offers:100% remote work.Flexible hours - make your own schedule!Diverse and multicultural work environment.Paid parental leave, vacation & holidays.Hardware setup for you to work from home.Excellent compensation — well above the market average.Extensive opportunities for growth and professional development thanks to our mentoring system.At BairesDev, remote work is at our core. Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!",https://www.emprego.pt/en/jobs/show/30438007977858485811959096947,existe
BairesDev,HR Business Partner Lead latam Work,"BairesDev is proud to be one of the fastest-growing companies in Latin America and a welcoming, highly rated employer (Glassdoor Employee Score: 4.3). With more than 3500 employees in 27 countries and world-class clients from start-ups to Fortune 500 companies, we’re only as strong as the multicultural teams at the heart of our business. BairesDev runs on talent. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of IT Talent and nurture their professional growth on exciting projects for companies like Google, Pinterest, and Udemy.We are looking for a HR Business Partner Lead to oversee all human resources operations and ensure they’re aligned with our company goals. As HRBP Lead we expect that you provide strategic advice and guidance acting as a consultant on human resources management and organizational changes.It is an excellent opportunity for those professionals looking to develop in one of the fastest-growing companies in the industry!Main Activities:Coordinate the HRBP’s team.Consult with line management and provide daily HR guidance.Analyze trends and metrics with the HR department.Resolve employee relations issues.Work closely with management and employees to improve work relationships and increase productivity and retention.Identify training needs for teams and individuals.Evaluate training programs.Suggest new HR strategies.What are we looking for:Proven work experience as an HR business partner.Excellent people management skills.Analytical and goal oriented.Demonstrable experience with HR metrics.Full understanding of all HR functions and best practices.Experience within the IT Industry andas team coordinator will be an asset.Advanced English level.BairesDev Offers:100% remote work.Flexible hours - make your own schedule!Diverse and multicultural work environment.Paid parental leave, vacation & holidays.Hardware setup for you to work from home.Excellent compensation — well above the market average.Extensive opportunities for growth and professional development thanks to our mentoring system.At BairesDev, remote work is at our core. Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!",https://www.emprego.pt/en/jobs/show/30438018695416792637208585844,existe
BairesDev,IT Recruiter Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.IT Recruiter at BairesDevWe are looking for an IT Recruiter to join our Recruiting Team and participate in different projects made up of multicultural teams distributed throughout the world. This person must be proactive, detail oriented and demonstrate excellent analytical abilities, as well as teamwork and multitasking skills. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!What You’ll Do:Understand the requirements of each client and each vacancy to carry out the recruitment process according to their needs.Work in collaboration with the sales team in the development of the business.What are we looking for:At least 2 years of experience as a recruiter.At least 1 year of experience in Full Life Cycle Recruiting in IT.Excellent communication skills and interpersonal relationships.Great capacity for self-management.Bachelor's degree or at least 2+ years of work experience in the area.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30438021075046778145740744309,existe
BairesDev,Senior MySQL Dba Developer latam Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.About the Role:We are looking for a MySQL DBA Developer to implement, configure, maintain, secure, and perform critical databases to ensure availability and consistent performance of database platforms. This is an excellent opportunity to be one of the key members of our Engineering team and position yourself for unique career growth opportunities.What You’ll Do:Perform day to day administration of several MySQL replica sets.Evaluate, create, manage and optimize large complex datasets.Troubleshoot query performance issues as they arise.Assist with migration of datasets to cloud environments.Maintain and improve administration scripts.Set data security standards, controls and monitoring.Implement improvements with high availability, disaster recovery and backup/recovery solutions.You must have:5+ years of MySQL administration.5+ years Linux experience, with bash scripting as a must.2+ years experience with cloud platforms, GCP (Google) preferred.Self-directing on project completion.Familiarity with database monitoring tools such as Percona MySQL Monitor.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30438021111940266293159847542,existe
BairesDev,Senior Hyperledger Fabric Developer latam Work,"BairesDev is proud to be one of the fastest-growing companies in Latin America and a welcoming, highly rated employer (Glassdoor Employee Score: 4.3). With more than 3500 employees in 27 countries and world-class clients from start-ups to Fortune 500 companies, we’re only as strong as the multicultural teams at the heart of our business. BairesDev runs on talent. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of IT Talent and nurture their professional growth on exciting projects for companies like Google, Pinterest, and Udemy.We are looking for Hyperledger Fabric Developers to join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!Main Activities:Implement the Chaincode Interface.Create complex distributed ledger/ blockchain architecture solutions.Developing interactive front-end designs for Dapps.Supervision of the entire stack that runs the Dapps.Developing smart contracts.What we are looking for:5+ years of experience with Software Development.Experience as Software Engineer with Hyperledger Fabric.Experience as Software Engineer with Chaincode.Experience with OpenShift 4.0 (Desirable).Experience with Go (Golang) (Desirable).Advanced English level.BairesDev Offers:100% remote work.Flexible hours - make your own schedule!Diverse and multicultural work environment.Paid parental leave, vacation & holidays.Hardware setup for you to work from home.Excellent compensation — well above the market average.Extensive opportunities for growth and professional development thanks to our mentoring system.At BairesDev, remote work is at our core. Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!",https://www.emprego.pt/en/jobs/show/30438026037220933973610129015,existe
BairesDev,Digital Marketing Analyst Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Digital Marketing Analyst at BairesDevWe are looking for a Digital Marketing Analyst with proven experience to develop and implement different digital Marketing strategies using data-oriented approaches, to join our Marketing & Communication Team and help spearhead our growth.What You’ll Do:Implement and optimize programmatic campaigns.Increase the number of high-quality leads.Analyze digital data to draw key recommendations around website and campaigns optimization.Plan and execute multiple A/B Tests.Monitor key online marketing metrics to track the achievement of our goals.Create and maintain custom reports using advanced Excel and Google Sheets techniques.Ensure that the brand message is consistent.Here’s what we are looking for:4+ years of experience with Digital Marketing (B2B experience is preferred).Analytical mindset and data-oriented approach to solving problems and finding new solutions.Experience with AB testing.Experience executing paid social media and search campaigns. (Desirable)Advanced knowledge of Excel and Google Sheets.Outstanding attention to detail.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30438026074114422121029232248,existe
BairesDev,Senior Technical Writer latam Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.About the Role:We are looking for Senior Technical Writers to join our Software Engineers team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about providing the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!What You’ll Do:Produce concise and effective documentation, instruction manuals, how-to guides.Document current work processes and procedures by writing and compiling technically accurate content utilizing various methods.Create training manuals for customers and other training documentation.Organize, update, and review documentation and its processes.You must have:4+ years of experience as Technical Writer.Experience and/or strong knowledge of modern programming languages.Skilled proficiency using Microsoft Office Suite (Word, Excel, Outlook, etc.).Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30438027900342085418274842233,existe
BairesDev,Senior Mobile Nativescript Developer latam Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.We are looking for Mobile NativeScript Senior Developer to join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!Main Activities:Participate in software design, development and implementation using SAP Commerce and meet project objectives within specified time frame parameters and defined requirements.Consume APIs exposed by SAP Commerce platform.Perform production monitoring, problem resolution and peak season readiness activities for the Hybris modules.Work collaboratively with QAs, Product Owners, Business Analysts, Support Specialists and DevOps team members to deliver business requirements.Train and transfer knowledge to other team members, users and stakeholders as required.What are we looking for:NativeScript engineer with experience with App Store deployments.Programming languages such as C#, Java, Objective-C.Drive to keep up to date with developments and trends in the tech and modern media world.Experience and understanding of the needs of front-end systems and how best to interface with them.Experience developing backend APIs.Experience working with SQL, writing custom queries and designing schemas.Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30438029449868587609877177978,existe
BairesDev,Senior Technical Writer latam Work,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.About the Role:We are looking for Senior Technical Writers to join our Software Engineers team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about providing the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!What You’ll Do:Produce concise and effective documentation, instruction manuals, how-to guides.Document current work processes and procedures by writing and compiling technically accurate content utilizing various methods.Create training manuals for customers and other training documentation.Organize, update, and review documentation and its processes.You must have:4+ years of experience as Technical Writer.Experience and/or strong knowledge of modern programming languages.Skilled proficiency using Microsoft Office Suite (Word, Excel, Outlook, etc.).Advanced English level.How we do make your work (and your life) easier:100% remote work.Hardware setup for you to work from home.Flexible hours - make your schedule.Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",https://www.emprego.pt/en/jobs/show/30438032696495544582758262395,existe
